ArticleId,Text,Category
2034,car giant hit by mercedes slump a slump in profitability at luxury car maker mercedes has prompted a big drop in profits at parent daimlerchrysler.  the german-us carmaker saw fourth quarter operating profits fall to 785m euros ($1bn) from 2.4bn euros in 2003. mercedes-benz s woes - its profits slid to just 20m euros - obscured a strong performance from the chrysler group whose returns met market expectations. mercedes faces fierce competition in the luxury car sector from bmw and but hopes to revive its fortunes by 2006.  mercedes  profits over the period compared unfavourably with 2003 s 784m euro figure and were well below analyst expectations of 374m euros. for the year as a whole  its operating profits fell 46% to 1.6bn euros. sales of mercedes  brands fell 2% as demand cooled  while revenues were affected by the weakness of the us dollar.  the carmaker blamed the fall in profits on high launch costs for new models and losses from its mercedes smart mini-car range. mercedes is hoping to increase productivity by 3bn euros  having negotiated 500m euros in annual savings with german workers last year. the firm said it was determined to retain mercedes  position as the world s most successful luxury brand. however  daimlerchrysler s shares fell 1.5% on the news.  while all these divisions are doing well the big worries continue to surround mercedes-benz   michael rabb  an analyst with bank sal oppenheim  told reuters.  in contrast  chrysler enjoyed a 5% annual increase in unit sales while revenues - calculated in us dollars - rose 10%. the us division - whose marques include dodge and jeep - transformed a full year operating loss of 506m euros in 2003 into a 1.4bn euros profit last year.  overall  daimlerchrysler saw worldwide vehicle sales rise 8% to 4.7 million in 2004 while total revenues added 4% to 142bn euros. chrysler s strong performance helped the world s fifth largest carmaker boost net income by 400m euros to 2.5bn euros.   the year 2004 shows that our strategy works well - even in such a challenging competitive environment   said jurgen schrempp  daimlerchrysler s chairman. daimlerchrysler took a 475m euro hit in costs stemming from a defects scandal at its joint venture  japanese subsidiary fuso. daimlerchrysler last week agreed a compensation package with partner mitsubishi motors which will see it buy out its stake in fuso. looking forward  daimerchrysler s profits are expected to be slightly higher in 2005. however  it is expecting  significant improvements  in profitability in 2006 as a result of a major investment in the mercedes product range.,business
1251,turkey-iran mobile deal  at risk  turkey s investment in iran s mobile industry looks set to be scrapped after its biggest mobile firm saw its investment there slashed by mps.  iran s parliament voted by a large majority to cut turkcell s stake in a new mobile network from 70% to 49%. the move  which was justified on national security grounds  follows an earlier vote by mps to give themselves a veto over foreign investments. turkcell said the decision  increases the risks  attached to the project. although the company s statement said it would continue to monitor developments  observers said they thought turkcell was set to pull out of the $3bn deal.  the possibility of carrying out this project is next to zero   said atinc ozkan  analyst at finans investment in istanbul. if turkcell does back out  mtn - the south african firm which lost out in the original tender - may well be back in the running. the company has said it is prepared to accept a minority stake if iran will award it the mobile deal.  turkcell s mobile deal is the second turkish investment in iran to run into trouble. turkish-austrian consortium tav was chosen to build and run tehran s new imam khomeini international airport - but the army closed it just hours after it opened in may 2004. in both cases  the justification has been national security  amid allegations that the turkish firms are too close to israel. the hardline posture taken by parliament  which is dominated by religious conservatives  could yet impact other inward investments.,business
392,industrial revival hope for japan japanese industry is growing faster than expected  boosting hopes that the country s retreat back into recession is over.  industrial output rose 2.1% - adjusted for the time of year - in january from a month earlier. at the same time  retail sales picked up faster than at any time since 1997. the news sent tokyo shares to an eight-month high  as investors hoped for a recovery from the three quarters of contraction seen from april 2004 on. the nikkei 225 index ended the day up 0.7% at 11 740.60 points  with the yen strengthening 0.7% against the dollar to 104.53 yen. weaker exports  normally the engine for japan s economy in the face of weak domestic demand  had helped trigger a 0.1% contraction in the final three months of last year after two previous quarters of shrinking gdp. only an exceptionally strong performance in the early months of 2004 kept the year as a whole from showing a decline. the output figures brought a cautiously optimistic response from economic officials.  overall i see a low risk of the economy falling into serious recession   said bank of japan chief toshihiko fukui  despite warning that other indicators - such as the growth numbers - had been worrying.  within the overall industrial output figure  there were signs of a pullback from the export slowdown. among the best-performing sectors were key overseas sales areas such as cars  chemicals and electronic goods. with us growth doing better than expected the picture for exports in early 2005 could also be one of sustained demand. electronics were also one of the keys to the improved domestic market  with products such as flat-screen tvs in high demand during january.,business
787,german jobless rate at new record more than 5.2 million germans were out of work in february  new figures show.  the figure of 5.216 million people  or 12.6% of the working-age population  is the highest jobless rate in europe s biggest economy since the 1930s. the news comes as the head of germany s panel of government economic advisers predicted growth would again stagnate. speaking on german tv  bert ruerup said the panel s earlier forecast of 1.4% was too optimistic and warned growth would be just 1% in 2005.  the german government is trying to tackle the stubbornly-high levels of joblessness with a range of labour market reforms. at their centre is the  hartz-iv  programme introduced in january to shake up welfare benefits and push people back into work - even if some of the jobs are heavily subsidised. the latest unemployment figures look set to increase the pressure on the government. widely leaked to the german newspapers a day in advance  they produced screaming headlines criticising chancellor gerhard schroeder s social democrat-green party administration. mr schroeder had originally come into office promising to halve unemployment.  still  some measures suggest the picture is not quite so bleak. the soaring official unemployment figure follows a change in the methodology which pushed up the jobless rate by more than 500 000 in january. adjusted for seasonal changes  the overall unemployment rate is 4.875 million people or 11.7%  up 0.3 percentage points from the previous month. using the most internationally-accepted methodology of the international labour organisation (ilo)  germany had 3.97 million people out of work in january. and ilo-based figures also suggest that 14 000 new net jobs were created that month  taking the number of people employed to 38.9 million. the ilo defines an unemployed person as someone who in the previous four weeks had actively looked for work they could take up immediately.,business
268,cairn energy in indian gas find shares in cairn energy rose 3.8% to 1 088 pence on tuesday after the uk firm announced a fresh gas discovery in northern india.  the firm  which last year made a number of other new finds in the rajasthan area  said the latest discovery could lead to large gas volumes. however  chief executive bill gammell cautioned that additional evalution was first needed at the site. cairn has also been granted approval to extend its rajasthan exploration area. this approval has come from the indian government.  a spokesman said the company s decision to carry out further investigations at the new find showed that it believed there was significant gas. but he added:  it s still too early to say what the extent of it is.  cairn s string of finds in rajasthan last year saw it elevated to the ftse 100 index of the uk s leading listed companies. the company had bought the rights to explore in the area from oil giant shell. mr gammell is a former scottish international rugby player.,business
320,business fears over sluggish eu economy as european leaders gather in rome on friday to sign the new eu constitution  many companies will be focusing on matters much closer to home - namely how to stay in business.  lille is a popular tourist destination for britons who want a taste of france at the weekend. but how many tourists look at the impressively grand victorian chambre de commerce  which stands beside the opera house  and consider that it was built - like the town halls in many northern english towns - on the wealth created by coal  steel and textiles  like northern england and industrial scotland  those industries have been in long term decline - the last coal pit closed in 1990. beck-crespel is a specialist steel firm in armentieres  about 20 miles from lille. the company has not laid off a worker since 1945. it specialises in making bolts and fixings for power stations and the oil industry  but not many of those are being built in europe these days.  director hugues charbonnier says he is under pressure because factories in the far east are able to make some of his output more cheaply  while his key markets are now in china and india.  in our business the market is absolutely global  you can not imagine living with our size (of business) even within an enlarged european union  (if we did that) we would need not 350 people but perhaps just 150 or 200   he says. it isn t just globalisation that is hurting; the law in france means workers are paid for a 39 hour week even though they work just 35 hours. but at least there is still a steel industry. coal has now totally vanished and textiles are struggling. new business has been attracted  but not enough to make up the difference.  that is one reason why people here are not great fans of the eu  says frederic sawicki  a politics lecturer at the university of lille.   in the region today the unemployment rate is 12%  in some areas it is 15%. they don t see what europe is doing for them  so there is a kind of euro scepticism  especially in the working classes   he says. which is strange because lille is at the crossroads of europe - if anywhere should be benefiting from the euro it is here. the euro was designed to increase trade within the eurozone  but the biggest increase in trade has been with the rest of the world. much of that trade passes through the world s largest port  rotterdam  in holland  home to specialist crane maker huisman itrec. its cranes help build oil rigs and lifted the sunken russian submarine kursk from the sea bed  but huisman itrec is now setting up a factory in china  where costs are cheaper and its main customers are closer.  boss henk addink blames the low growth rate in europe for the lack of orders closer to home.  in the us growth is something like 6%  in china they are estimating 15%  and in the eu it is more or less 1%   he says. mr addink blames the euro for stifling demand. he much preferred the old currencies of europe  which moved in relation to each country s economic performance. in germany  industry is exporting more these days  but the economy as a whole is once again mired in slow growth and high unemployment. growth is likely to peak this year at just under 2%. in britain that would be a bad year; in germany it is one of the best in recent years. with germany making up a third of the eurozone s economy  this is a major problem. if germany doesn t once again become the powerhouse of europe  growth across the bloc is never going to be as strong as it could be. however  at one factory near the dutch border things are changing.  the siemens plant at boscholt makes cordless phones and employs 2 000 staff. staff have started working an extra four hours a week for no extra pay  after siemens threatened to take the factory and their jobs to hungary. factory manager herbert stueker says that he now hopes to increase productivity  by nearly 30% . but germany needs much more reform if all its industry is to compete with places such hungary or china. the government is reforming the labour market and cutting the generous unemployment system  but the real solution is to cut the wages of low skilled workers  says helmut schneider  director of the institute for the study of labour at bonn university.  labour is too costly in germany  especially for the low skilled labour and this is the main problem. if we could solve that problem we could cut unemployment by half   he says. the eu set itself the target of being the most efficient economy in the world by 2010. four years into that process  and the target seems further away than ever.,business
1974,smith loses us box office crown new comedy diary of a mad black woman has ended will smith s reign at the top of the north american box office.  based on a play by tyler perry  who also stars as a gun-toting grandmother  the film took $22.7m (£11.8m) in its first three days of release. after topping the chart for two consecutive weeks  smith s romantic comedy hitch dropped to second place with takings of $21m (£10.9m). keanu reeves  supernatural thriller constantine dropped a place to three. based on the hellblazer comics  the film took $11.8m (£6.1m) on its second week of release. two new entries came next in the chart  with wes craven s horror movie cursed  about a werewolf loose in los angeles  in fourth position with $9.5m (£4.9m).  action comedy man of the house  starring tommy lee jones as a texas ranger assigned to protect a cheerleader squad  came in at fifth with $9m (£4.6m). clint eastwood s boxing drama million dollar baby - recipient of four academy awards  including best picture - continued to perform well in sixth place with takings of $7.2m (£3.74m). martin scorsese s hollywood biopic the aviator - which won five oscars  all in minor categories - held on in ninth place. the low-budget feature diary of a mad black woman stars kimberly elise as a woman thrown out on the streets by her philandering husband. with the help of her grandmother madea (one of three roles played by perry)  she plots revenge. perry  34  is one of america s best-known black playwrights but is a newcomer to film. once made homeless after investing his own money in unsuccessful productions of his work  he now lives in the mansion in which diary of a mad black woman was filmed.,entertainment
355,neeson in bid to revive theatre hollywood film star liam neeson has held a dinner party in new york to promote belfast s lyric theatre.  the ballymena-born actor said that the theatre on ridgeway street was in a  very dilapidated condition . lyric chairman david johnston has said that rebuilding the theatre  at a cost of £8m is the only answer. mr neeson said that the idea was to get a bunch of  healthy  wealthy irish americans  in one room and ask them to help with fundraising.  the oscar-nominated actor  whose films include schindler s list  michael collins and star wars: the phantom menace  said:  the lyric is too important to the cultural and social life of northern ireland for this building to crumble and fall apart.  it gave me a start professionally. mary o malley  the founder of the theatre  gave me my future.  in those days  in the mid-70s  when i was there  we were doing a play every four weeks.  belfast was not a pretty town to be living in.  there was serious trouble  as you know  but this theatre was like a belisha beacon of light and hope six nights a week  doing everything from shakespeare to yeats to o casey with a group of actors and actresses that affected me very deeply and still do.  the lyric began 50 years ago but the doors opened at its present site on the stranmillis embankment overlooking the river lagan in 1968.  as well as liam neeson  it also launched the careers of adrian dunbar and stephen rea and playwrights such as martin lynch and gary mitchell. speaking to bbc northern ireland before the event at new york s soho house  mr neeson said that his spirit belonged to the glens of antrim. and he said that there was one figure from his childhood that he would love to portray on the big screen - ian paisley. he said that the dup leader and preacher was a  very dynamic  extraordinary figure . neeson used to listen to his sermons on a friday night in ballymena. he said:  what an orator. he was from that old school of bible-thumping righteousness. but it was so dramatic. i found him very powerful.  i d love to get a chance to play him some time.,entertainment
1737,us show sued for rat-eating stunt a us tv network is being sued for $2.5m (£1.3m) by a viewer who says he was disgusted by watching contestants eat dead rats in a stunt show.  austin aitken is taking action against nbc over its programme fear factor. he said watching the show caused his blood pressure to rise so high that he became dizzy and light-headed. the legal assistant said nbc was  sending the wrong message to viewers that cash can make or have people do just about anything beyond reasoning . the hand-written  four-page lawsuit said:  to have the individuals on the show eat and drink dead rats was crazy and from a viewer s point of view made me throw-up as well as another in the house at the same time.  mr aitken  who lives in cleveland  said that after becoming light-headed  he ran towards the bedroom and knocked his head in a doorway. a spokesman for nbc said it had no comment on the lawsuit  but confirmed the stunt show did feature a rat-eating scene in new york s times square on 8 november. past shows have featured viewers eating spiders and live worms. the programme has been screened in the uk on sky one.,entertainment
2029,us tv host clark suffers stroke veteran us television host dick clark is in hospital in los angeles after suffering a mild stroke.  the 75-year-old presented long-running show american bandstand from 1956-87 and has since hosted game shows and produced award ceremonies. clark is scheduled to welcome in the new year on the abc network  a job he has done for 33 years. the presenter said that he is  hopeful  of getting better in time to lead the festivities in new york s times square. clark s publicist paul shefrin said the television host was  recovering  and there was no cause for alarm. clark  who produces the golden globe and american music awards  disclosed last year that he was suffering from diabetes.  his popular music show american bandstand was first broadcast in 1952  and attracted an audience of 20 million people after it was picked up by abc in 1957. the long-running weekly series  which featured guests including elvis presley  buddy holly and aretha frankin  came to an end in 1989. clark was inducted into the rock and roll hall of fame in 1993 for his contribution to the music industry. he has also been responsible for television series such as tv bloopers  celebrity boxing and drama american dreams. clark is also expected to act as executive producer for the upcoming golden globe awards ceremony  which is taking place on 16 january.,entertainment
1875,aviator and vera take bafta glory hollywood blockbuster the aviator and low-budget british movie vera drake have shared the main honours at the 2005 bafta film awards. the aviator was declared best film  and its star cate blanchett won best supporting actress. but vera drake scored best director for mike leigh while imelda staunton took the hotly contested best actress award. jamie foxx won best actor for ray  while british actor clive owen took best supporting actor for closer. the two actors have repeated their success at the golden globes in january. but big british hope kate winslet walked away empty-handed on saturday despite two nominations for best actress. celebrating his win  the oscar-nominated owen told reporters:  the whole award season is new to me because i haven t won anything before. all of that is a bit overwhelming.  blanchett  who won a bafta in 1999 for her leading role in elizabeth  said:  winning a bafta means an enormous amount to me.  she thanked the woman she played  katharine hepburn  for paving the way for women to work in film.  thank you very much  i m sure you re pleased  although you re not able to see this   she said.  the aviator took four awards in all  also collecting best make-up and hair and production design  while vera drake also scooped best costume design. staunton  who is up for an oscar for her role in vera drake  arrived wearing a green silk and chiffon beaded evening dress.  thank you very much. i m so thrilled and so grateful and i m delighted that the success of vera drake has boosted sales of hair nets and pinnies  which is very good   she said on accepting her award. her director leigh  who beat martin scorsese to the best director award  told the audience:  we always say it was a surprise and sometimes i ve said it and not meant it. on this occasion  given the other names  it s a real surprise and an extraordinary honour.  it s an immense privilege to have been allowed the freedom to make as uncompromising a film as i think vera drake is and an epic with such a small budget.  best actor foxx could not make the ceremony  but actress helen mirren read out his acceptance speech.  i m honoured and proud to receive this bafta. i d like to thank the late ray charles himself.  he apologised for not being in london  joking:  unfortunately i m stuck driving a car in la at gunpoint and i can t get away.  dicaprio  who lost out on the best actor bafta to foxx  will face him again at the academy awards in two weeks  time.   it s the first time i ve come to the baftas because it s the first time i ve been nominated   he told reporters on the red carpet.  i ve appreciated british cinema for a long time and to be recognised like this is a special honour.  other winners included the motorcycle diaries which took best foreign film and best music  while eternal sunshine of the spotless mind won best original screenplay and best editing. best british film was my summer of love  the story of two young women and their developing relationship  while foxx s movie ray  a bio-pic of late singer ray charles  also took best sound. harry potter and the prisoner of azkaban won the orange film of the year  voted for by the public.  the orange british academy film awards are being shown on bbc one from 2010 gmt.,entertainment
1917,wine comedy wins critics  award quirky comedy sideways was named the best film of the year by the los angeles film critics association.  the us movie also picked up four other accolades including best director for alexander payne and supporting actor for thomas haden church. british actress imelda staunton has again been recognised for her role in vera drake  winning best actress  while liam neeson won best actor for kinsey. the awards will be handed out on 13 january at a ceremony in las vegas.  sideways tells the story of two men who take a road trip through california s wine regions and also stars paul giamatti. virginia madsen was also named best supporting actress for her performance in the film. house of flying daggers  directed by yimou zhang  was named best foreign language film  while the animation award went to the incredibles. unusually  the runners-up in categories were also named with clint eastwood s million dollar baby just missing out on the best film award. the best director runner-up was martin scorsese for the aviator. a career achievement award will be handed to veteran actor and comic jerry lewis at the ceremony next year.,entertainment
