1,Shahbaz #39;s family arrives,"LAHORE, Sept 18: Mrs Nusrat Shahbaz, wife, and Javeria and Rabia, daughters of PML-N President Mian Shahbaz Sharif, arrived here on Saturday morning for a two-month stay."
1,UN Threatens Sanctions Against Sudan,The UN Security Council approved a resolution Saturday threatening sanctions against Sudan unless it acts to rein in Arab militias accused of violence in Darfur that the United States has called genocide.
1,US looking at uniform issue,"WASHINGTON: The United States said it was aware of the announcement that Pakistani President Pervez Musharraf would stay on as head of the armed forces and the countrys president at the same time, according to an Online report and said it would look "
2,World Series items head to Cooperstown,It won #39;t be long before the Red Sox #39;s historic World Series win is immortalized in the Baseball Hall of Fame in Cooperstown.
2,Prem Preview: Southampton  Middlesbrough,"Next in the hot seat we have Mr Redknapp. Your first question Mr Redknapp, for 3 points, is how on earth are you going to rescue Southampton from relegation this season?"
2,Agassi Withdraws from Long Island Tournament," NEW YORK (Reuters) - American Andre Agassi has withdrawn  from the TD Waterhouse Cup, starting in Long Island on Monday,  citing fatigue."
2,Gill Fears Glazer Intervention,Manchester United chief executive David Gill will head into the clubs annual general meeting tomorrow fearing the possibility of another confrontation with Malcolm Glazer.
2,Green slams tough courses,RICHARD Green is campaigning for a fair go for golfers in a bid to inject more excitement into home tournaments this summer. Green blasted the brutal course set-up for last week #39;s Australian 
2,USA beats Australia,"For three quarters the US Men #39;s Olympic Team (2-1) chased Australia (1-2) and still heading into the final 10 minutes the Americans trailed 67-65. Stepping up its defense, the US reeled off 10 consecutive points to take control of the game and went on to ..."
2,800 million takeover battle for Man Utd,Manchester United today electrified the world of football by revealing that it has received a takeover offer worth up to 800 million.
2,Birdstone retired to stud,"Birdstone, who denied Smarty Jones the Triple Crown by beating him in the Belmont Stakes, has been retired from racing due to an ankle injury his connections announced Wednesday."
2,Nowitzki Breaks Out,Dirk Nowitzki sets a Mavericks franchise record with 53 points to lead host Dallas to a 113-106 overtime victory against Houston.
2,Diamondbacks Fire Backman," PHOENIX (Sports Network) - The Arizona Diamondbacks have  fired newly-hired manager Wally Backman and are expected to  replace him with Bob Melvin, according to a published report."
2,Big 12 North still a mess,"OK, maybe one more.  quot;How many Big 12 North teams does it take to pull a float in a bowl parade? quot;. Colorado, the team that spent most of the offseason giving the conference a black eye, is 6-4 "
2,Source: Renteria Agrees to Sign With BoSox (AP),"AP - All-Star shortstop Edgar Renteria has agreed in principle to a  #36;40 million, four-year contract with the Boston Red Sox, who beat his St. Louis Cardinals in the World Series when he grounded to the pitcher for the final out."
2,Bears nab giant surprise,"Somewhere in the recesses of first-year coach Lovie Smith #39;s wish list for his Chicago Bears (3-5), he had Sunday #39;s 28-21 win over the New York Giants in mind."
2,Singh show not yet over for 2004,"LONDON: The Vijay Singh show, a long-running golf blockbuster in 2004, could earn one more rave review by the end of this week. Fijian Singh, firmly established as the game #39;s most dominant player, has a golden "
2,Players likely to appeal,"New York, November 22 - The agent for one suspended Indiana Pacer is faulting the NBA for not considering the players #39; fear for their own safety."
2,Germany wins women #39;s under-19 soccer title; US is third,"Germany won the FIFA Under-19 Women #39;s World Championship on Saturday with a 2-0 victory over China. The United States finished third, beating Brazil 3-0 in the earlier game."
3,MEDIA STOCKS,"NEW YORK (CBS.MW) - Media stocks opened mixed Tuesday, with Viacom and Sony among the largest percentage gainers. Free! Sign up here to receive our After the Bell Report e-Newsletter!"
3,Nokia sees rise in handset sales,"The Finnish mobile phone giant says its next results will now be better than expected, thanks to a boost in handset sales."
3,Korea Puzzled by US Currency Game,"Over the weekend, the US Federal Reserve Chairman Alan Greenspan hinted at the maintenance of weak dollar policy (in Germany) while President Bush said he is committed to a strong dollar (in Chile)."
3,Fed Pushes Up Interest Rates Again,"The Federal Reserve boosted a key short-term interest rate by one-quarter percentage point Tuesday, marking the third increase this year."
3,"Lenovo, IBM may soon reveal PC unit deal","DECEMBER 07, 2004 (REUTERS) - China #39;s largest PC maker, Lenovo Group Ltd., could announce as early as today that it is buying control of IBM #39;s PC-making business for up to \$2 billion, a source familiar with the situation said."
3,Oil futures trade above \$42,"Crude oil futures traded above \$42 a barrel Wednesday as colder weather descended on the northeastern United States, a heavy consumer of heating oil."
3,Dollar Firmer Ahead of Fed Rate Decision (Reuters),"Reuters - The dollar made slight gains on Monday\as traders prepared for a U.S. Federal Reserve meeting this\week, where a rate rise is widely expected and the market will\be looking for signals on future policy intentions."
3,Chocoholic beware: Prices going up,"Hershey Foods (down \$0.23 to \$56.35, Research), the nation #39;s largest snack-food company, said Thursday it is raising its candy prices."
3,Boring Game? Outsource It,"It's not just work that's being outsourced from wealthy nations to poorer ones. These days, online gamers in developing countries are being paid to earn virtual goods that wealthier players are too lazy or unskilled to win on their own. By Laila Weir."
3,"WRAPUP 2-US factory, construction data show solid growth","US factory growth stayed strong in September according to reports on Friday, while construction spending in the prior month hit a record high for a seventh month "
3,"Oil, Dollar, Chips to Weigh on Wall St.","A rise in crude oil prices for a second day, a stalled recovery in the dollar and a crop of warnings in the chip sector were set to push Wall Street lower at Thursday #39;s opening."
3,"Francis, Late Holiday Hit Chain Sales"," NEW YORK (Reuters) - U.S. chain store sales in the first  week of September finished flat, due in part to a later Labor  Day and Hurricane Francis, a report said on Wednesday."
3,FCC: States can #39;t regulate Net phones,"Washington - Phone calls made over the Internet cannot be regulated by states, the Federal Communications Commission said Wednesday."
3,Salvation Army will be ringing bells Friday,A 113-year-old tradition will make its way to the streets Friday once again. From 11 am to 1 pm the Salvation Army will hold the official kickoff of the Red Kettle campaign outside Wal-Mart.
3,"Synovis shares tumble as profit, revenue fall","CHICAGO, Aug 18 (Reuters) - Shares of Synovis Life Technologies Inc.(SYNO.O: Quote, Profile, Research) tumbled 13 percent on Wednesday after the company reported a drop in quarterly net income and withdrew its annual and fourth-quarter outlook, citing ..."
3,"Stocks Open Lower as Oil Prices, 3M Weigh"," NEW YORK (Reuters) - U.S. stocks opened lower on Monday as  oil prices held near \$55 a barrel and Dow component 3M Co.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMM.N target=/stocks/quickinfo/fullquote""&gt;MMM.N&lt;/A&gt; posted results slightly below Wall Street estimates."
4,Video recreation of JFK assassination marks a new low,A spokesman for Sen. Edward Ken- nedy had an apt description of a video game that shamefully exploits the assassination of John F. Kennedy: The release of  quot;JFK: Reloaded quot; on Monday -- the 41st anniversary 
4,"ISPs unite, sue spammers","Microsoft has joined big Internet service providers, America Online, EarthLink and Yahoo against spamming. The companies announced they are filing three new antispam "
4,Microsoft readies Host Integration Server 2004,"In a continued effort to compete with IBM Corp. and its WebSphere offerings, Microsoft Corp. on Tuesday announced imminent availability of Host Integration Server 2004."
4,Children #39;s sign language reflects linguistic rules,"WASHINGTON - A new form of sign language created by deaf children in Nicaragua may offer clues about how language evolves, researchers say."
4,Itsa miracle one would part with a talisman,One of the first things we did after moving into our old house was to rip out the ancient radiators and put in a modern heating system.
4,Telestream Unveils Windows Media 9 Series Encoding Support For Mac,Telestream announced Friday support for exporting or importing files in the Microsoft Windows Media format on Mac OS X platforms. Telestream #39;s new support capabilities for Windows Media 
4,Scientists Study Effects of High-Flow Test on Grand Canyon,The Department of the Interior #39;s US Geological Survey is collaborating with partner agencies to conduct scientific experiments designed to evaluate the effect of a high-flow release from Glen Canyon Dam on the natural resources of the Colorado River in 
4,Copernic Desktop Search Targeting Multi-Lingual European Markets,"Copernic and its international business development partner Contraco initiated a European market penetration strategy by announcing German, French, and Dutch versions of the award-winning Copernic Desktop Search (CDS) product, with an Italian version soon "
4,Microsoft's Halo 2 Video Game Leaked on Internet," SEATTLE (Reuters) - Halo 2, the sequel to Microsoft Corp.'s  &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=MSFT.O qtype=sym infotype=info qcat=news""&gt;MSFT.O&lt;/A&gt; best-selling game for its Xbox video console, has  leaked onto the Internet nearly four weeks before its planned  sale, the world's largest software maker said on Friday."
4,Could Hobbit-Like Creatures Still Live on Earth?,Mythical tales abound of a race of little people that dwell on the islands of Indonesia. Dutch explorers who colonized Flores 100 years ago were told stories of a human-like creature local 
4,Canadian fans celebrate ITunes launch,"TORONTO (CP) - ITunes finally launched in Canada on Thursday, bringing with it over 700,000 songs, exclusive tracks, celebrity playlists and multiple CD burning rights."
4,Global server sales up in second quarter,"Global sales of servers, powerful computers used by large companies, rose 7.7 percent in the second quarter to \$11.55 billion (6.4 billion pounds) as demand for information technology remained strong after a three-year downturn "
4,Spam Slayer: New Tools Fight Phishing Scams,Swindlers combine spam with hoax sites to try to rip off your personal data.
4,Dell to introduce its first color laser printers,Dell Inc. is expected to add a splash of color to its laser printer lineup Wednesday with three new models for businesses and home-office users.
4,ESPN to Offer Phone Service Through Sprint (AP),"AP - Sports cable channel ESPN will launch its own branded wireless phone service next year, the first in a series of branded cell phone services planned by The Walt Disney Co., which owns ESPN."
4,"She Loves You; well, Virtually","Hong Kong-based phone technology firm, Artificial Life, has announced the upcoming release of its new 3G game Virtual Girlfriend. Virtual Girlfriend is a mobile phone game that is based on intelligent animated "
